City_Region,ZIP,Population_2021,Median_Household_Income,Percent_Household_Income_Greater_than_100000,Per_Capita_Income,Population_Male,Population_Female,Projected_Population_2026,Employed,Housing_units,Percent_Housing_Occupied,Percent_Family_households,Percent_Never_married,Education_Bachelors_degree
 Ambrose,31512,1689,44134.6,0.1644,29171.86,0.5636,0.4364,942,0.565,1080,0.6704,0.8536,0.1409,0.0516
 Baxley,31513,16035,39176.84,0.1439,21171.75,0.5164,0.4835,15691,0.5198,7569,0.7555,0.7538,0.2814,0.0581
 Blackshear,31516,14724,40371.4,0.1233,22053.4,0.4959,0.504,14805,0.5124,6206,0.8667,0.7682,0.2641,0.1029
 Bristol,31518,1106,32132,0.1846,22157.4,0.4602,0.5389,1491,0.6675,458,0.8515,0.7026,0.3802,0.2654
 Broxton,31519,3564,39896.94,0.1194,19295.68,0.4717,0.5281,3817,0.5498,1600,0.8744,0.7234,0.3051,0.1401
 Brunswick,31520,23601,31062.9,0.1308,22048.54,0.4518,0.5481,24624,0.5621,11099,0.8501,0.6135,0.3561,0.1717
 Saint Simons Island,31522,17275,92697.74,0.5162,63518.16,0.4662,0.5338,18643,0.5528,13026,0.5946,0.6581,0.1356,0.5988
 Brunswick,31523,13449,56927.8,0.3312,38017.82,0.5423,0.4577,12977,0.6957,5927,0.947,0.6661,0.1993,0.2552
 Brunswick,31524,0,,0,,0,0,0,0,0,0,0,0,0
 Brunswick,31525,30971,51798.36,0.2293,24890.85,0.4516,0.5483,32771,0.62,12746,0.9343,0.6275,0.3603,0.2482
 Jekyll Island,31527,853,73780.04,0.1733,47232.81,0.4853,0.5147,1094,0.2251,828,0.5435,0.7489,0.0868,0.3596
 Denton,31532,382,42538.81,0.1694,25876.07,0.4607,0.5366,0,0.1385,218,0.8395,0.5956,0.2687,0.1081
 Douglas,31533,17475,40506.84,0.1182,20059.22,0.4597,0.5403,18661,0.588,7332,0.8542,0.6415,0.3214,0.1564
 Douglas,31535,10692,41991.12,0.172,22848.74,0.4752,0.5247,9173,0.6059,4956,0.8105,0.6853,0.25,0.1679
 Folkston,31537,10772,39675.06,0.1778,17991.3,0.6086,0.3913,10598,0.3783,3644,0.8224,0.7351,0.3754,0.057
 Hazlehurst,31539,14958,37136.64,0.0864,17554.73,0.4933,0.5067,15485,0.4976,6457,0.7883,0.7305,0.2858,0.1088
 Hoboken,31542,2850,41387.66,0.295,21897.08,0.6186,0.3811,2755,0.5158,1118,0.7549,0.814,0.152,0.1704
 Hortense,31543,4040,39507.4,0.2053,20966.99,0.4683,0.5314,3619,0.4539,2113,0.7885,0.623,0.3842,0.0544
 Jacksonville,31544,892,39083.5,0.066,23090.09,0.4978,0.5011,1129,0.5259,545,0.7229,0.7411,0.4094,0.0498
 Jesup,31545,16117,45263.49,0.1614,22325.79,0.4881,0.5118,16281,0.5474,6877,0.8469,0.6425,0.2745,0.133
 Jesup,31546,8313,47084.63,0.1879,19947.94,0.5384,0.4616,8454,0.3796,3049,0.8921,0.7088,0.2844,0.1085
 Kings Bay,31547,1478,96966.61,0.4125,20198.23,0.8424,0.157,1678,0.9664,145,0.5517,0.9875,0.8976,0.35
 Kingsland,31548,21715,50850.04,0.2897,32308.44,0.4973,0.5026,22556,0.6865,8419,0.9189,0.76,0.326,0.2499
 Lumber City,31549,2144,27889.99,0.1014,20602.51,0.5075,0.4916,2051,0.3192,1178,0.5441,0.5647,0.3237,0.1286
 Manor,31550,897,27479.31,0.3055,24863.31,0.6611,0.3378,1093,0.3711,407,0.7641,0.9164,0.3255,0.2322
 Mershon,31551,890,36958.4,0.2394,20551.65,0.6258,0.3719,708,0.4612,403,0.7047,0.9014,0.2649,0.1991
 Millwood,31552,1087,35664.13,0.132,15853.4,0.6099,0.3891,1235,0.4458,397,0.8967,0.4691,0.4056,0.0829
 Nahunta,31553,4574,32001.4,0.1014,21521.56,0.439,0.5608,4451,0.495,2237,0.8109,0.6092,0.3047,0.0588
 Nicholls,31554,8453,49926.83,0.1093,14151.85,0.6711,0.3288,8503,0.3307,2410,0.771,0.7804,0.4354,0.0702
 Odum,31555,2404,45485.94,0.1343,23393.3,0.4405,0.5595,1956,0.4377,1154,0.9289,0.7295,0.1075,0.1828
 Offerman,31556,108,23977.54,0.0256,13969.4,0.2778,0.713,153,0.3626,51,0.7647,0.8718,0.4725,0.0484
 Patterson,31557,3574,52131.56,0.1504,23796.4,0.5423,0.4575,4248,0.6301,1582,0.8824,0.7235,0.2648,0.1109
 Saint Marys,31558,21733,61256.32,0.2511,29537.07,0.5138,0.4862,22280,0.6115,9573,0.8915,0.7007,0.2519,0.274
 Screven,31560,2452,54481.94,0.1251,24206.36,0.4935,0.5061,2227,0.5626,1286,0.7768,0.7177,0.2376,0.084
 Sea Island,31561,0,,0,55354.48,0,0,0,0,317,0,0,0,0
 Saint George,31562,2470,50682.68,0.2481,23822.2,0.598,0.4016,2548,0.4993,1030,0.767,0.7253,0.321,0.2248
 Surrency,31563,1257,43830.47,0.2189,21548.27,0.5465,0.4527,1144,0.5282,612,0.7614,0.7446,0.3075,0.1406
 Waverly,31565,2167,62636.44,0.2438,32171.44,0.4928,0.5067,2490,0.6273,1002,0.9621,0.7956,0.1713,0.1891
 Waynesville,31566,5031,38258.8,0.0758,15654.55,0.5408,0.4592,5693,0.4019,1884,0.8408,0.6585,0.2503,0.0751
 West Green,31567,896,40181.25,0.0285,19193.38,0.5915,0.4063,1102,0.2503,316,1,0.8987,0.2526,0.0247
 White Oak,31568,571,53227,0.1678,30444.27,0.5166,0.4816,350,0.4713,617,0.4635,0.7517,0.1093,0.1061
 Woodbine,31569,6085,67544.46,0.266,28775,0.5035,0.4963,6537,0.6052,2531,0.8408,0.7514,0.2163,0.2671
 Valdosta,31601,28910,25151.82,0.0864,16745.17,0.4893,0.5107,23691,0.4802,13904,0.8238,0.5378,0.4589,0.1537
 Valdosta,31602,37445,42057.37,0.2036,26041.49,0.5069,0.4931,39665,0.5887,15690,0.8532,0.5742,0.4747,0.3292
 Valdosta,31605,24002,59421.39,0.2313,28760.7,0.4438,0.5562,26425,0.6375,10038,0.8426,0.7332,0.2527,0.3086
 Valdosta,31606,3403,45095.68,0.1062,19827.14,0.5178,0.4819,2765,0.5673,1258,0.9658,0.7169,0.3183,0.132
 Adel,31620,11281,48057.22,0.1574,20884.8,0.4846,0.5153,12196,0.5771,4847,0.8164,0.6422,0.3169,0.1756
 Alapaha,31622,1713,34697.01,0.0953,21261.9,0.3952,0.6042,1275,0.5024,1003,0.8574,0.5709,0.2961,0.1089
 Argyle,31623,117,27913.58,0,13221.19,0.4017,0.5897,145,0.2791,76,0.5921,0.8444,0,0.0333
 Axson,31624,1527,37789.3,0.1742,20502.77,0.4971,0.5029,1760,0.4307,582,0.9072,0.7784,0.2215,0.1449
 Barney,31625,707,39343.08,0.259,25255.63,0.5446,0.454,0,0.5301,359,0.7744,1,0.0317,0.3719
 Boston,31626,3408,41147.1,0.2553,31130.87,0.4865,0.5132,3625,0.6262,1947,0.8069,0.6295,0.2085,0.1632
 Cecil,31627,236,36279.37,0.0894,18952.56,0.5042,0.4958,211,0.2922,148,0.8311,0.5041,0.2407,0.1171
 Dixie,31629,1072,49087.22,0.2924,33812.59,0.4431,0.5569,1544,0.5458,339,0.8879,0.99,0.4521,0.2443
 Du Pont,31630,507,17418.89,0.0289,10559.81,0.503,0.4951,496,0.4643,187,0.9251,0.4682,0.5489,0.0417
 Fargo,31631,343,47536.73,0.1351,22392.52,0.3936,0.6064,176,0.3462,196,0.7551,0.5676,0.0523,0.0433
 Hahira,31632,14703,72842.11,0.3483,28301.77,0.5038,0.4961,17638,0.6278,5222,0.9571,0.7339,0.2778,0.3267
 Homerville,31634,5658,28154.29,0.0936,15789.89,0.5138,0.486,5600,0.4494,2516,0.8068,0.6773,0.3195,0.0913
 Lakeland,31635,6967,32079.92,0.1872,18304.86,0.4956,0.5044,7660,0.4641,2923,0.8532,0.6203,0.3529,0.1801
 Lake Park,31636,11155,42513.98,0.1548,24320.77,0.4427,0.5571,12067,0.5413,4847,0.8915,0.7126,0.23,0.1941
 Lenox,31637,2691,37966.81,0.1637,23135.61,0.4418,0.5574,2212,0.547,1195,0.8795,0.6841,0.1922,0.1078
 Morven,31638,1133,19742.66,0.0577,16703,0.4281,0.5711,1200,0.3307,677,0.7164,0.7814,0.2134,0.0441
 Nashville,31639,10213,44234.33,0.0859,19736.26,0.4958,0.5041,10409,0.5138,4743,0.8739,0.6828,0.2107,0.1146
 Naylor,31641,1979,49710.72,0.2122,27264.13,0.4618,0.5376,2082,0.7209,786,0.9173,0.6865,0.2268,0.1876
 Pearson,31642,4785,40565.96,0.0824,20235.2,0.5235,0.4763,4746,0.6041,1930,0.8109,0.7387,0.402,0.0961
 Quitman,31643,8445,36393.55,0.1574,25845.72,0.4783,0.5216,8105,0.5116,4480,0.7547,0.6102,0.3407,0.1861
 Ray City,31645,4572,38268.13,0.1586,19129.55,0.4792,0.5206,3507,0.5808,2408,0.7334,0.6886,0.2063,0.1587
 Sparks,31647,3788,30084.2,0.0694,15249.4,0.4913,0.5084,3807,0.5311,1520,0.8908,0.7201,0.2606,0.085
 Statenville,31648,645,37105.97,0.2465,45125.63,0.2822,0.7163,199,0.6158,450,0.8022,0.5429,0.1525,0.1429
 Stockton,31649,1048,41389.4,0.1393,26783.09,0.4523,0.5468,966,0.439,514,0.9494,0.6557,0.1656,0.1879
 Willacoochee,31650,4066,45176.44,0.243,27618.73,0.5049,0.4948,4689,0.5652,1602,0.8527,0.7884,0.2951,0.1825
 Valdosta,31698,640,,0,2117.85,0.5203,0.4781,469,0.3109,0,0,0,0.9859,0
 Moody Afb,31699,804,,0,23481.8,0.9303,0.0697,1044,0.8831,0,0,0,0.9465,0.17
 Albany,31701,17632,29475.72,0.1087,19145.45,0.4667,0.5332,15724,0.5622,9493,0.7394,0.5581,0.3749,0.1384
 Albany,31705,31665,29983.97,0.0805,15633.21,0.4698,0.5301,30375,0.5155,12964,0.8219,0.6389,0.5074,0.1232
 Albany,31707,25318,41494.22,0.165,23711.55,0.4643,0.5357,24791,0.6375,12322,0.8377,0.5329,0.4355,0.2682
 Americus,31709,15585,37730.71,0.1716,21832.93,0.4692,0.5307,15113,0.5737,7248,0.8666,0.6311,0.4153,0.2178
 Andersonville,31711,715,43050.38,0.0171,17493.34,0.4014,0.5972,583,0.4545,321,0.9128,0.6689,0.275,0.108
 Arabi,31712,1115,37023.7,0.0514,20084.08,0.4969,0.5031,1168,0.484,679,0.7452,0.6186,0.2283,0.0423
 Ashburn,31714,5484,43803.65,0.1256,20518.56,0.4582,0.5416,5045,0.567,2856,0.7917,0.7408,0.2387,0.1333
 Baconton,31716,3197,51326.78,0.2262,21577.61,0.5896,0.4104,3624,0.53,1316,0.8131,0.7813,0.2034,0.1402
 Americus,31719,8484,35416.5,0.131,19226.86,0.5019,0.498,7356,0.5156,3815,0.8941,0.5245,0.4355,0.0666
 Barwick,31720,128,34120.4,0.0938,21852.01,0.4063,0.5859,0,0.7928,130,0.7385,0.2396,0.1455,0.0769
 Albany,31721,20461,74211.18,0.3657,37218.19,0.44,0.5599,20247,0.6209,8354,0.9597,0.7528,0.2772,0.4072
 Berlin,31722,530,43517,0.0114,19068,0.5245,0.4717,659,0.6701,216,0.8102,0.8686,0.2609,0.0497
 Camilla,31730,7413,35244.73,0.1327,20819.77,0.4221,0.5778,5685,0.6147,4071,0.7924,0.6234,0.3756,0.116
 Chula,31733,1120,54484.2,0.2495,33945.21,0.5741,0.4259,784,0.686,628,0.7341,0.7202,0.0755,0.1831
 Cobb,31735,511,53978.74,0.0592,25748.7,0.4149,0.5832,180,0.1441,654,0.5168,0.5503,0.0209,0.2549
 Coolidge,31738,1747,44001.13,0.1385,23715.42,0.5094,0.4906,1360,0.6072,917,0.8899,0.6581,0.24,0.0864
 De Soto,31743,303,40387.99,0,11688.16,0.4686,0.5281,91,0.7615,287,0.3624,0.8365,0.5534,0.2083
 Doerun,31744,2909,49288.82,0.1878,28600.84,0.4778,0.5218,3045,0.6198,1485,0.8822,0.6496,0.1823,0.1074
 Ellenton,31747,223,16422.4,0.1585,16662.1,0.5291,0.4664,323,0.4583,100,0.82,0.7683,0.2826,0.1059
 Enigma,31749,2773,39779.06,0.1004,17214.72,0.5655,0.4345,2902,0.6289,1214,0.8451,0.7446,0.2302,0.1086
 Fitzgerald,31750,17821,35508.26,0.1075,19117.22,0.4801,0.5199,17071,0.511,8511,0.8128,0.6435,0.3436,0.1402
 Hartsfield,31756,963,52525.72,0.1912,35682.71,0.4361,0.5628,1106,0.8564,438,0.8836,0.4264,0.251,0.0561
 Thomasville,31757,11089,58744.29,0.2605,31674.42,0.4794,0.5205,11684,0.663,4869,0.8671,0.7681,0.2242,0.3795
 Leesburg,31763,24536,64566.56,0.2693,27257.02,0.5055,0.4944,24866,0.6366,9581,0.8977,0.7496,0.2918,0.2534
 Leslie,31764,1558,49917.13,0.1438,23663.84,0.4525,0.5469,1706,0.5661,565,0.8372,0.8816,0.2736,0.249
 Meigs,31765,2456,32358.18,0.1088,18887.89,0.4528,0.5468,1920,0.5409,1175,0.8996,0.632,0.2773,0.0932
 Moultrie,31768,22775,33859.24,0.1555,20062.94,0.4877,0.5123,22365,0.5601,9665,0.7931,0.6313,0.3817,0.1656
 Norman Park,31771,7328,41891.68,0.2381,18615.29,0.5296,0.4703,8646,0.6116,2353,0.8479,0.795,0.3906,0.0956
 Oakfield,31772,358,48705.8,0,19676.8,0.5866,0.4106,57,0.2767,171,0.9415,0.8944,0.1505,0
 Ochlocknee,31773,3975,46572.58,0.1822,24112.35,0.4742,0.5255,4703,0.6622,1927,0.8116,0.7276,0.1809,0.128
 Ocilla,31774,6844,27447.8,0.1006,17922.03,0.4994,0.5004,6970,0.5186,2976,0.8249,0.624,0.3694,0.1481
 Omega,31775,3470,38650.78,0.1906,23199.72,0.4153,0.5844,3754,0.5564,1242,0.938,0.9159,0.1916,0.0266
 Pavo,31778,2238,37146.02,0.1487,26898.09,0.4325,0.567,2117,0.6399,1038,0.868,0.5794,0.3203,0.1617
 Pelham,31779,10406,41080.65,0.114,16403.6,0.5718,0.4282,11168,0.5371,3476,0.9082,0.7355,0.4065,0.0901
 Plains,31780,2127,37265.01,0.1613,21956.85,0.4443,0.5552,2321,0.5158,976,0.8514,0.6679,0.2568,0.1988
 Poulan,31781,2362,35686.78,0.1133,17221.8,0.4742,0.5254,2730,0.6445,935,0.8684,0.7032,0.1717,0.1297
 Rebecca,31783,805,45803.2,0.1951,26704.4,0.4907,0.5093,582,0.3658,528,0.767,0.4914,0.2081,0.1277
 Sale City,31784,863,39598.2,0.2679,18197.23,0.4716,0.5272,963,0.4337,312,0.8494,0.7321,0.3308,0.0614
 Smithville,31787,1579,31852.2,0.1863,25063.15,0.4433,0.5567,1789,0.4881,774,0.8876,0.5866,0.2838,0.2037
 Moultrie,31788,8889,38610.16,0.13,20596.04,0.4871,0.5128,6907,0.6276,4264,0.7828,0.6687,0.243,0.1073
 Sumner,31789,728,46943.12,0.037,24649.49,0.3915,0.6071,374,0.443,609,0.665,0.6025,0.1629,0.0585
 Sycamore,31790,1999,35035.33,0.117,18671.2,0.4632,0.5363,2142,0.5503,891,0.8822,0.7863,0.2917,0.0891
 Sylvester,31791,12103,48647.64,0.2083,25792.25,0.4864,0.5135,12190,0.6137,5210,0.9067,0.7885,0.309,0.1322
 Thomasville,31792,23200,34981.8,0.2486,27753.93,0.4801,0.5199,21737,0.5792,11065,0.8333,0.6761,0.3347,0.2954
 Tifton,31793,8663,62405.8,0.2788,27659.93,0.4303,0.5695,6710,0.6205,3822,0.8906,0.7209,0.3616,0.2475
 Tifton,31794,29225,42453.15,0.1628,21433.36,0.5116,0.4883,32764,0.6414,11705,0.9543,0.7107,0.3424,0.1619
 Ty Ty,31795,1316,29036.38,0.1193,20677.39,0.421,0.5783,296,0.5423,803,0.8144,0.6865,0.1867,0.1036
 Warwick,31796,1192,40942.47,0.1548,25812.76,0.4581,0.5403,1348,0.4592,729,0.6914,0.6925,0.1955,0.1501
 Wray,31798,847,34501.45,0.0082,14207.65,0.5006,0.4982,906,0.7906,300,0.8167,0.3673,0.3415,0.0346
 Box Springs,31801,3869,58888.08,0.178,24405.55,0.4376,0.5622,5160,0.5646,1733,0.9498,0.8688,0.2114,0.1411
 Buena Vista,31803,4533,44085.7,0.12,24005.33,0.4972,0.5025,2779,0.4656,2742,0.7476,0.6473,0.3247,0.1263
 Cataula,31804,6237,82932,0.4505,39056.09,0.5123,0.4876,6589,0.6532,2412,0.9167,0.8779,0.2357,0.3033
 Cusseta,31805,2514,38227.46,0.1446,23234.77,0.3767,0.6229,2342,0.5885,1415,0.7576,0.7052,0.2144,0.1832
 Ellaville,31806,5301,43921.01,0.1296,20608.6,0.4842,0.5158,5563,0.5896,2207,0.8423,0.8123,0.3408,0.1194
 Ellerslie,31807,3372,96426.81,0.4809,30736.4,0.5059,0.4941,3662,0.7138,1153,0.974,0.8442,0.2427,0.2373
 Fortson,31808,7868,100602.9,0.5529,48248.95,0.4898,0.5099,8881,0.659,3010,0.8924,0.8388,0.2434,0.4004
 Geneva,31810,265,27936.13,0.0159,15943.44,0.5472,0.4491,340,0.3926,149,0.8456,0.8492,0.2603,0
 Hamilton,31811,7090,85712.66,0.4213,35130.77,0.5426,0.4573,8529,0.6156,2539,0.9004,0.8836,0.2729,0.3395
 Junction City,31812,642,33136.23,0.2492,33871.06,0.472,0.528,780,0.4553,332,0.9066,0.804,0.2546,0.1342
 Louvale,31814,214,54135.56,0,32676.69,0.4907,0.5047,194,0.7611,168,0.8036,0.5407,0.2722,0.2364
 Lumpkin,31815,4146,25682,0.1499,13484.8,0.7923,0.2074,4911,0.1689,1101,0.733,0.6097,0.4867,0.1175
 Manchester,31816,5066,36712.55,0.1362,23184.15,0.4848,0.515,4720,0.5316,2642,0.8198,0.6547,0.3282,0.0965
 Midland,31820,12465,100824.22,0.4835,45983.04,0.4972,0.5027,15020,0.6566,4731,0.9491,0.7755,0.2119,0.5432
 Omaha,31821,331,19023.35,0.0769,6692.21,0.3021,0.6949,395,1,52,1,0.9423,0.8788,0.0317
 Pine Mountain,31822,5348,55500.8,0.1955,29717.06,0.5181,0.4817,4791,0.5099,2793,0.8188,0.6699,0.3011,0.23
 Pine Mountain Valley,31823,769,52111.92,0.2981,30736.55,0.498,0.5007,655,0.488,457,0.8074,0.5799,0.0689,0.2187
 Preston,31824,1416,29291.72,0.0846,19592.33,0.5092,0.4894,980,0.5852,867,0.7497,0.6354,0.2369,0.0689
 Richland,31825,2156,35290.94,0.2248,28795.3,0.5209,0.4787,1909,0.455,1222,0.8519,0.6744,0.2359,0.2077
 Shiloh,31826,1536,45032.6,0.1481,23233.46,0.446,0.5534,397,0.5078,954,0.9057,0.5035,0.3661,0.1803
 Talbotton,31827,2071,39705.55,0.0986,19234.4,0.4602,0.5398,1794,0.528,1032,0.8159,0.6164,0.4119,0.1492
 Upatoi,31829,751,97306.46,0.491,47212.65,0.4594,0.5393,594,0.7986,223,0.9955,0.8423,0.1013,0.3609
 Warm Springs,31830,2675,42851.86,0.2033,18432.93,0.5118,0.4879,2735,0.5403,960,0.8302,0.8181,0.3769,0.2041
 Waverly Hall,31831,3561,64985.26,0.1917,25182.3,0.4634,0.5364,3780,0.5135,1363,0.9875,0.7459,0.119,0.2319
 Weston,31832,358,23579.01,0,15198.05,0.4162,0.5838,535,0.3577,172,0.936,0.6273,0.0949,0.0157
 West Point,31833,6948,47698.58,0.1742,24925.33,0.4705,0.5294,6740,0.59,3438,0.7813,0.6843,0.2269,0.1883
 Woodland,31836,967,42052.48,0.1048,23347.99,0.4023,0.5977,1103,0.3136,688,0.7209,0.7258,0.138,0.0879
 Columbus,31901,5080,24498.03,0.0697,23627.14,0.5215,0.4783,2811,0.6063,3615,0.7104,0.2726,0.5105,0.2335
 Columbus,31903,16790,22740.8,0.0431,14077.46,0.4493,0.5506,13160,0.5056,9101,0.7195,0.5254,0.4945,0.1046
 Columbus,31904,33159,50618.36,0.2172,32878.27,0.4678,0.5322,32590,0.6191,14949,0.8461,0.6056,0.335,0.3059
 Fort Benning,31905,15562,58755.06,0.1699,21271.98,0.6737,0.3262,10692,0.8306,4467,0.8276,0.799,0.4474,0.3913
 Columbus,31906,19864,30148.55,0.1274,24484.04,0.4583,0.5417,18206,0.5691,10424,0.8093,0.519,0.4402,0.2262
 Columbus,31907,57272,43069.84,0.1659,22641.07,0.4916,0.5084,57324,0.5652,23173,0.8782,0.6108,0.4247,0.1897
 Columbus,31909,39938,61069.65,0.2617,29278.34,0.4972,0.5027,41585,0.6275,16846,0.9088,0.6383,0.3284,0.3519
 Arlington,39813,2173,33011.03,0.0648,17002.98,0.4781,0.5214,2234,0.6689,1110,0.7225,0.7768,0.3582,0.2249
 Attapulgus,39815,1705,48391.07,0.0445,18163.71,0.5126,0.4868,1366,0.6341,869,0.7491,0.722,0.2814,0.0473
 Bainbridge,39817,9809,36002.61,0.1335,19268.1,0.5219,0.478,9036,0.4924,4670,0.8148,0.7466,0.3634,0.1067
 Bainbridge,39819,11093,47253.68,0.2092,24358.81,0.4448,0.5551,11738,0.5427,4797,0.8011,0.7096,0.3064,0.15
 Blakely,39823,7598,28612.63,0.1452,17283.66,0.4564,0.5436,7229,0.4863,3673,0.8102,0.6465,0.4062,0.1654
 Bluffton,39824,841,30755.63,0.0723,20209.3,0.5874,0.4114,1224,0.6833,289,0.8131,0.6681,0.4197,0.3608
 Brinson,39825,1110,56796.72,0.3167,27957.49,0.3568,0.6423,807,0.6063,658,0.6717,0.8439,0.1604,0.2177
 Bronwood,39826,376,36264.82,0.1981,22625.5,0.3963,0.6011,334,0.5331,286,0.7238,0.4638,0.28,0.0583
 Cairo,39827,4004,51903.07,0.2183,29256.78,0.4463,0.5534,3787,0.7318,1755,0.8638,0.781,0.2533,0.1584
 Cairo,39828,13894,41598.01,0.2462,22098.67,0.486,0.5139,12604,0.594,6182,0.8146,0.6769,0.2657,0.1362
 Climax,39834,2353,38666.27,0.1507,17254.93,0.4258,0.5737,2347,0.4954,989,0.8989,0.5816,0.2177,0.0926
 Coleman,39836,76,21265.17,0.0968,24276.06,0.2763,0.7237,0,0.4825,132,0.2348,1,0.4344,0.4328
 Colquitt,39837,6259,42490.56,0.1323,22838.32,0.51,0.49,6395,0.5132,3107,0.8371,0.6359,0.2852,0.1112
 Cuthbert,39840,5202,31919.55,0.0515,13114.55,0.4789,0.521,5047,0.4929,2550,0.7004,0.6204,0.3768,0.051
 Damascus,39841,694,37386.3,0.1614,38317.78,0.4654,0.5331,690,0.5486,531,0.7119,0.3968,0.3218,0.1209
 Dawson,39842,7608,37770.86,0.1576,20000.25,0.4846,0.5152,6988,0.5206,3557,0.8173,0.7334,0.388,0.1147
 Donalsonville,39845,7459,34043.78,0.1045,30867.7,0.4753,0.5246,7055,0.459,4403,0.6823,0.6415,0.3343,0.1524
 Edison,39846,1909,27267.65,0.0826,16829.81,0.439,0.5605,2015,0.467,958,0.809,0.6529,0.2769,0.0754
 Fort Gaines,39851,1788,24512.23,0.0268,17227.62,0.4597,0.5397,1505,0.4064,1684,0.5315,0.5095,0.3887,0.1067
 Georgetown,39854,2442,31277.4,0.1519,20312.68,0.484,0.5156,2633,0.556,1896,0.4478,0.7067,0.341,0.0824
 Iron City,39859,937,31375.64,0.1551,20550.36,0.5101,0.4888,764,0.432,541,0.7745,0.6181,0.3345,0.1707
 Jakin,39861,959,29727.96,0.002,15126.6,0.4348,0.5641,708,0.4758,569,0.8805,0.6467,0.2225,0.0933
 Leary,39862,1326,40538.49,0.0937,23218,0.463,0.5362,1352,0.3294,724,0.7666,0.5892,0.1475,0.0928
 Morgan,39866,1830,32338,0.0541,5154.36,0.9776,0.0219,1132,0,284,0.5211,0.4595,0.6303,0.034
 Morris,39867,521,16431.63,0.0588,14639.61,0.5585,0.4415,523,0.246,326,0.6258,0.6912,0.4915,0.1349
 Newton,39870,1767,27631.44,0.1317,21493.21,0.4488,0.5507,1357,0.499,1282,0.6576,0.5409,0.3266,0.1721
 Parrott,39877,303,31201.4,0.0605,22861.84,0.3201,0.6799,271,0.3694,329,0.6535,0.3907,0.0846,0.2168
 Sasser,39885,76,56292,0.0556,24451.77,0.4342,0.5526,45,0.5091,46,0.7826,0.5278,0.2909,0.2143
 Shellman,39886,1733,35747.39,0.1403,23258.83,0.4593,0.5401,1849,0.5539,986,0.6795,0.4701,0.4393,0.1011
 Whigham,39897,4223,49157.2,0.1787,23324.21,0.4639,0.5359,4803,0.5957,1764,0.7772,0.717,0.2424,0.1135
